time,y,true_probs,oracle,oracle_80,constant_0.5,constant_0,constant_1,laplace,k29_epa,k29_poly3,k29_rbf0.01,mix_50_50_random_oracle,mix_80_20_random_oracle,mix_50_50_oracle_random,mix_80_20_oracle_random
2668,0,0.2842643626505539,0.0,0.2,0.5,0,1,0.4878231547396028,0.474609375,0.44921875,0.4873046875,0.5,0.5,0.0,0.0
2669,1,0.5650084514372314,1.0,0.8,0.5,0,1,0.4880149812734082,0.4501953125,0.4384765625,0.4873046875,1.0,0.5,0.5,1.0
2670,1,0.6820939274089676,1.0,0.8,0.5,0,1,0.4882066641707225,0.4794921875,0.4521484375,0.4873046875,0.5,0.5,1.0,1.0
2671,1,0.4219720131609936,1.0,0.8,0.5,0,1,0.4883982035928144,0.5068359375,0.4658203125,0.4873046875,1.0,1.0,0.5,0.5
2672,1,0.6454035748839168,1.0,0.8,0.5,0,1,0.4885895997007108,0.533203125,0.48046875,0.4873046875,0.5,0.5,1.0,1.0
2673,0,0.4743130302668083,0.0,0.2,0.5,0,1,0.4884068810770381,0.5576171875,0.494140625,0.48828125,0.0,0.5,0.5,0.0
2674,1,0.5293471397649823,1.0,0.8,0.5,0,1,0.4885981308411214,0.5283203125,0.48046875,0.4873046875,0.5,0.5,1.0,1.0
2675,1,0.6070360016973174,1.0,0.8,0.5,0,1,0.4887892376681614,0.552734375,0.494140625,0.48828125,1.0,0.5,0.5,1.0
2676,1,0.427999856870919,1.0,0.8,0.5,0,1,0.4889802017183414,0.5771484375,0.5087890625,0.48828125,0.5,1.0,1.0,0.5
2677,0,0.6242493912818472,0.0,0.2,0.5,0,1,0.4887976101568335,0.599609375,0.5224609375,0.48828125,0.0,0.5,0.5,0.0
2678,1,0.378578271864066,1.0,0.8,0.5,0,1,0.4889884285181037,0.5673828125,0.5078125,0.48828125,0.5,0.5,1.0,1.0
2679,0,0.4124845251086083,0.0,0.2,0.5,0,1,0.4888059701492537,0.5908203125,0.521484375,0.48828125,0.0,0.5,0.5,0.0
2680,0,0.4406479682652474,0.0,0.2,0.5,0,1,0.4886236478925774,0.5595703125,0.505859375,0.48828125,0.5,0.5,0.0,0.0
2681,0,0.5662005366451902,0.0,0.2,0.5,0,1,0.488441461595824,0.529296875,0.4921875,0.48828125,0.0,0.0,0.5,0.5
2682,0,0.4659125589430529,0.0,0.2,0.5,0,1,0.4882594111069698,0.5009765625,0.478515625,0.48828125,0.5,0.5,0.0,0.0
2683,0,0.3480025540414132,0.0,0.2,0.5,0,1,0.4880774962742176,0.474609375,0.4658203125,0.4873046875,0.0,0.5,0.5,0.0
2684,0,0.4783467128150171,0.0,0.2,0.5,0,1,0.4878957169459962,0.44921875,0.4541015625,0.4873046875,0.5,0.5,0.0,0.0
2685,0,0.4215778617465616,0.0,0.2,0.5,0,1,0.4877140729709605,0.42578125,0.4423828125,0.4873046875,0.0,0.5,0.5,0.0
2686,1,0.5731293620840369,1.0,0.8,0.5,0,1,0.4879047264607369,0.4033203125,0.431640625,0.486328125,0.5,1.0,1.0,0.5
2687,1,0.4656764945544897,1.0,0.8,0.5,0,1,0.4880952380952381,0.4345703125,0.4453125,0.4873046875,1.0,0.5,0.5,1.0
2688,1,0.5070774075900651,1.0,0.8,0.5,0,1,0.4882856080327259,0.46484375,0.4599609375,0.4873046875,0.5,0.5,1.0,1.0
2689,0,0.4594527542859328,0.0,0.2,0.5,0,1,0.4881040892193308,0.4931640625,0.4736328125,0.4873046875,0.0,0.5,0.5,0.0
2690,1,0.5433938968230289,1.0,0.8,0.5,0,1,0.4882943143812709,0.466796875,0.4609375,0.4873046875,0.5,0.5,1.0,1.0
2691,0,0.4816409236529446,0.0,0.2,0.5,0,1,0.488112927191679,0.4951171875,0.474609375,0.4873046875,0.0,0.0,0.5,0.5
2692,1,0.5325198714687065,1.0,0.8,0.5,0,1,0.4883030077979948,0.46875,0.462890625,0.4873046875,0.5,0.5,1.0,1.0
2693,0,0.2406611435258289,0.0,0.2,0.5,0,1,0.4881217520415739,0.4970703125,0.4765625,0.4873046875,0.0,0.5,0.5,0.0
2694,1,0.5097250876977786,1.0,0.8,0.5,0,1,0.4883116883116883,0.470703125,0.4638671875,0.4873046875,0.5,0.5,1.0,1.0
2695,1,0.5413913670110233,1.0,0.8,0.5,0,1,0.4885014836795252,0.4990234375,0.4775390625,0.4873046875,1.0,0.5,0.5,1.0
2696,0,0.4800719945085407,0.0,0.2,0.5,0,1,0.4883203559510567,0.525390625,0.4912109375,0.48828125,0.5,0.0,0.0,0.5
2697,1,0.5669392471392541,1.0,0.8,0.5,0,1,0.4885100074128984,0.498046875,0.478515625,0.4873046875,1.0,0.5,0.5,1.0
2698,1,0.573860702899282,1.0,0.8,0.5,0,1,0.488699518340126,0.5244140625,0.4921875,0.48828125,0.5,0.5,1.0,1.0
2699,1,0.6304213891849503,1.0,0.8,0.5,0,1,0.4888888888888889,0.5498046875,0.505859375,0.48828125,1.0,0.5,0.5,1.0
2700,1,0.5104811608072282,1.0,0.8,0.5,0,1,0.4890781192151055,0.5732421875,0.5205078125,0.48828125,0.5,0.5,1.0,1.0
2701,0,0.3086199295330019,0.0,0.2,0.5,0,1,0.4888971132494448,0.595703125,0.5341796875,0.48828125,0.0,0.0,0.5,0.5
2702,0,0.2714500551210355,0.0,0.2,0.5,0,1,0.4887162412134665,0.564453125,0.5185546875,0.48828125,0.5,0.5,0.0,0.0
2703,0,0.3398159047925482,0.0,0.2,0.5,0,1,0.4885355029585799,0.5341796875,0.50390625,0.48828125,0.0,0.5,0.5,0.0
2704,1,0.4962092938815863,1.0,0.8,0.5,0,1,0.488724584103512,0.505859375,0.4892578125,0.48828125,0.5,0.5,1.0,1.0
2705,0,0.4842694711719434,0.0,0.2,0.5,0,1,0.4885439763488544,0.5322265625,0.5029296875,0.48828125,0.0,0.5,0.5,0.0
2706,0,0.5276239852019974,0.0,0.2,0.5,0,1,0.4883635020317695,0.50390625,0.4892578125,0.48828125,0.5,0.0,0.0,0.5
2707,1,0.4374754077442826,1.0,0.8,0.5,0,1,0.4885524372230428,0.4775390625,0.4765625,0.4873046875,1.0,0.5,0.5,1.0
2708,0,0.4263508828494252,0.0,0.2,0.5,0,1,0.4883720930232558,0.5048828125,0.490234375,0.48828125,0.5,0.5,0.0,0.0
2709,1,0.5555047942410434,1.0,0.8,0.5,0,1,0.4885608856088561,0.478515625,0.4765625,0.4873046875,1.0,0.5,0.5,1.0
2710,1,0.5655924411372502,1.0,0.8,0.5,0,1,0.4887495389155293,0.505859375,0.4912109375,0.48828125,0.5,0.5,1.0,1.0
2711,1,0.4743349864519519,1.0,0.8,0.5,0,1,0.4889380530973451,0.5322265625,0.5048828125,0.48828125,1.0,1.0,0.5,0.5
2712,0,0.4961523341761046,0.0,0.2,0.5,0,1,0.4887578326575746,0.556640625,0.5185546875,0.48828125,0.5,0.5,0.0,0.0
2713,1,0.5404314343328991,1.0,0.8,0.5,0,1,0.4889462048636698,0.52734375,0.50390625,0.48828125,1.0,0.5,0.5,1.0
2714,1,0.5504343575162994,1.0,0.8,0.5,0,1,0.489134438305709,0.552734375,0.517578125,0.48828125,0.5,0.5,1.0,1.0
2715,1,0.385601930040126,1.0,0.8,0.5,0,1,0.4893225331369661,0.576171875,0.53125,0.4892578125,1.0,0.5,0.5,1.0
2716,1,0.4280426144082049,1.0,0.8,0.5,0,1,0.4895104895104895,0.5986328125,0.5458984375,0.4892578125,0.5,1.0,1.0,0.5
2717,0,0.3769453954354613,0.0,0.2,0.5,0,1,0.4893303899926416,0.619140625,0.5595703125,0.4892578125,0.0,0.5,0.5,0.0
2718,1,0.4493093385163169,1.0,0.8,0.5,0,1,0.4895182052225083,0.5869140625,0.5419921875,0.4892578125,0.5,0.5,1.0,1.0
2719,1,0.5812333589341832,1.0,0.8,0.5,0,1,0.4897058823529411,0.6083984375,0.5556640625,0.4892578125,1.0,0.5,0.5,1.0
2720,0,0.5546271866943766,0.0,0.2,0.5,0,1,0.4895259095920617,0.62890625,0.5693359375,0.4892578125,0.5,0.5,0.0,0.0
2721,1,0.3901902039637441,1.0,0.8,0.5,0,1,0.4897134459955914,0.595703125,0.5517578125,0.4892578125,1.0,1.0,0.5,0.5
2722,1,0.5512266726825982,1.0,0.8,0.5,0,1,0.4899008446566287,0.6171875,0.5654296875,0.4892578125,0.5,0.5,1.0,1.0
2723,1,0.5085843105342452,1.0,0.8,0.5,0,1,0.4900881057268722,0.6376953125,0.5791015625,0.490234375,1.0,0.5,0.5,1.0
2724,1,0.4506073292914079,1.0,0.8,0.5,0,1,0.4902752293577981,0.65625,0.5927734375,0.490234375,0.5,0.5,1.0,1.0
2725,0,0.3593540344896369,0.0,0.2,0.5,0,1,0.4900953778429934,0.673828125,0.607421875,0.490234375,0.0,0.5,0.5,0.0
2726,1,0.4825176628382233,1.0,0.8,0.5,0,1,0.4902823615694903,0.638671875,0.5859375,0.490234375,0.5,1.0,1.0,0.5
2727,1,0.5679944006115956,1.0,0.8,0.5,0,1,0.4904692082111437,0.658203125,0.599609375,0.490234375,1.0,0.5,0.5,1.0
2728,0,0.2836902351603874,0.0,0.2,0.5,0,1,0.4902894833272261,0.67578125,0.6142578125,0.4912109375,0.5,0.5,0.0,0.0
2729,0,0.460387680224855,0.0,0.2,0.5,0,1,0.4901098901098901,0.640625,0.591796875,0.490234375,0.0,0.5,0.5,0.0
2730,0,0.7254283698804962,0.0,0.2,0.5,0,1,0.4899304284145002,0.6064453125,0.572265625,0.490234375,0.5,0.5,0.0,0.0
2731,0,0.5672636718568094,0.0,0.2,0.5,0,1,0.4897510980966325,0.5751953125,0.5546875,0.490234375,0.0,0.0,0.5,0.5
2732,0,0.5259832495003476,0.0,0.2,0.5,0,1,0.4895718990120746,0.544921875,0.537109375,0.4892578125,0.5,0.5,0.0,0.0
2733,1,0.4262814830429086,1.0,0.8,0.5,0,1,0.4897585954645208,0.5166015625,0.521484375,0.4892578125,1.0,0.5,0.5,1.0
2734,0,0.432167016212603,0.0,0.2,0.5,0,1,0.4895795246800731,0.5419921875,0.53515625,0.4892578125,0.5,0.5,0.0,0.0
2735,1,0.4916711604300036,1.0,0.8,0.5,0,1,0.489766081871345,0.5126953125,0.51953125,0.4892578125,1.0,0.5,0.5,1.0
2736,1,0.6602863629377136,1.0,0.8,0.5,0,1,0.4899525027402265,0.5390625,0.533203125,0.4892578125,0.5,1.0,1.0,0.5
2737,0,0.5465589190894931,0.0,0.2,0.5,0,1,0.4897735573411249,0.5625,0.546875,0.490234375,0.0,0.5,0.5,0.0
2738,1,0.4127841602229177,1.0,0.8,0.5,0,1,0.4899598393574297,0.533203125,0.53125,0.4892578125,0.5,0.5,1.0,1.0
2739,1,0.6176786962383864,1.0,0.8,0.5,0,1,0.4901459854014598,0.5576171875,0.544921875,0.490234375,1.0,0.5,0.5,1.0
2740,1,0.4707405792841909,1.0,0.8,0.5,0,1,0.4903319956220358,0.5810546875,0.55859375,0.490234375,0.5,0.5,1.0,1.0
2741,1,0.6697346481013949,1.0,0.8,0.5,0,1,0.4905178701677607,0.603515625,0.572265625,0.490234375,1.0,1.0,0.5,0.5
2742,1,0.4433396975362296,1.0,0.8,0.5,0,1,0.4907036091870215,0.6240234375,0.5859375,0.4912109375,0.5,0.5,1.0,1.0
2743,1,0.3996734243096111,1.0,0.8,0.5,0,1,0.4908892128279883,0.6435546875,0.599609375,0.4912109375,1.0,0.5,0.5,1.0
2744,0,0.517462957781357,0.0,0.2,0.5,0,1,0.4907103825136612,0.662109375,0.61328125,0.4912109375,0.5,0.5,0.0,0.0
2745,1,0.5982326983800298,1.0,0.8,0.5,0,1,0.4908958485069191,0.6279296875,0.591796875,0.4912109375,1.0,0.5,0.5,1.0
2746,0,0.6037444796730911,0.0,0.2,0.5,0,1,0.4907171459774299,0.646484375,0.6064453125,0.4912109375,0.5,0.0,0.0,0.5
2747,1,0.5159191766668811,1.0,0.8,0.5,0,1,0.4909024745269287,0.61328125,0.5849609375,0.4912109375,1.0,0.5,0.5,1.0
2748,0,0.4011903312031388,0.0,0.2,0.5,0,1,0.4907238995998545,0.6337890625,0.5986328125,0.4912109375,0.5,0.5,0.0,0.0
2749,1,0.4494659278102115,1.0,0.8,0.5,0,1,0.4909090909090909,0.6005859375,0.5791015625,0.4912109375,1.0,0.5,0.5,1.0
2750,0,0.2981718131645783,0.0,0.2,0.5,0,1,0.4907306434023991,0.62109375,0.5927734375,0.4912109375,0.5,0.5,0.0,0.0
2751,1,0.408687846243118,1.0,0.8,0.5,0,1,0.4909156976744186,0.5888671875,0.5732421875,0.4912109375,1.0,1.0,0.5,0.5
2752,0,0.4821543185102737,0.0,0.2,0.5,0,1,0.4907373774064656,0.6103515625,0.5869140625,0.4912109375,0.5,0.5,0.0,0.0
2753,1,0.5389002140653479,1.0,0.8,0.5,0,1,0.4909222948438634,0.578125,0.5673828125,0.4912109375,1.0,0.5,0.5,1.0
2754,0,0.466054567853522,0.0,0.2,0.5,0,1,0.4907441016333938,0.6005859375,0.5810546875,0.4912109375,0.5,0.5,0.0,0.0
2755,1,0.494302094502226,1.0,0.8,0.5,0,1,0.4909288824383164,0.5693359375,0.5625,0.4912109375,1.0,0.5,0.5,1.0
2756,0,0.4603814555250183,0.0,0.2,0.5,0,1,0.4907508161044613,0.591796875,0.576171875,0.4912109375,0.5,0.0,0.0,0.5
2757,1,0.575102530418977,1.0,0.8,0.5,0,1,0.4909354604786077,0.560546875,0.5576171875,0.4912109375,1.0,0.5,0.5,1.0
2758,0,0.4100887061573461,0.0,0.2,0.5,0,1,0.4907575208408843,0.5830078125,0.5712890625,0.4912109375,0.5,0.5,0.0,0.0
2759,0,0.5837547914146326,0.0,0.2,0.5,0,1,0.4905797101449275,0.552734375,0.5537109375,0.4912109375,0.0,0.5,0.5,0.0
2760,1,0.6960880812513911,1.0,0.8,0.5,0,1,0.4907642158638174,0.5244140625,0.537109375,0.4912109375,0.5,0.5,1.0,1.0
2761,1,0.5472789656021931,1.0,0.8,0.5,0,1,0.4909485879797248,0.548828125,0.55078125,0.4912109375,1.0,1.0,0.5,0.5
2762,1,0.4472908389775958,1.0,0.8,0.5,0,1,0.4911328266377126,0.572265625,0.564453125,0.4912109375,0.5,0.5,1.0,1.0
2763,0,0.4463729855913215,0.0,0.2,0.5,0,1,0.4909551374819103,0.5947265625,0.578125,0.4921875,0.0,0.5,0.5,0.0
2764,1,0.6209837222184098,1.0,0.8,0.5,0,1,0.4911392405063291,0.5634765625,0.5595703125,0.4912109375,0.5,0.5,1.0,1.0
2765,0,0.3873410574128002,0.0,0.2,0.5,0,1,0.4909616775126536,0.5869140625,0.5732421875,0.4921875,0.0,0.5,0.5,0.0
2766,1,0.4046195579727436,1.0,0.8,0.5,0,1,0.4911456451029996,0.5556640625,0.5546875,0.4912109375,0.5,1.0,1.0,0.5
2767,0,0.3835551546129535,0.0,0.2,0.5,0,1,0.4909682080924855,0.5791015625,0.568359375,0.4921875,0.0,0.5,0.5,0.0
2768,0,0.3721486159479313,0.0,0.2,0.5,0,1,0.4907908992416034,0.548828125,0.55078125,0.4912109375,0.5,0.5,0.0,0.0
2769,0,0.3955183680620143,0.0,0.2,0.5,0,1,0.4906137184115523,0.5205078125,0.5341796875,0.4912109375,0.0,0.5,0.5,0.0
2770,1,0.5789904941785493,1.0,0.8,0.5,0,1,0.4907975460122699,0.4931640625,0.5185546875,0.4912109375,0.5,0.5,1.0,1.0
2771,1,0.6102282564588024,1.0,0.8,0.5,0,1,0.4909812409812409,0.51953125,0.5322265625,0.4912109375,1.0,1.0,0.5,0.5
2772,0,0.4302926927639817,0.0,0.2,0.5,0,1,0.4908041831950955,0.544921875,0.5458984375,0.4912109375,0.5,0.5,0.0,0.0
2773,1,0.520733404604569,1.0,0.8,0.5,0,1,0.49098774333093,0.5166015625,0.5302734375,0.4912109375,1.0,0.5,0.5,1.0
2774,1,0.5759156675108235,1.0,0.8,0.5,0,1,0.4911711711711711,0.541015625,0.5439453125,0.4912109375,0.5,0.5,1.0,1.0
2775,0,0.5100564203097163,0.0,0.2,0.5,0,1,0.4909942363112392,0.5654296875,0.5576171875,0.4921875,0.0,0.5,0.5,0.0
2776,0,0.4045057242382761,0.0,0.2,0.5,0,1,0.4908174288800864,0.5361328125,0.5400390625,0.4912109375,0.5,0.0,0.0,0.5
2777,0,0.3529598264861918,0.0,0.2,0.5,0,1,0.4906407487401008,0.5078125,0.5244140625,0.4912109375,0.0,0.5,0.5,0.0
2778,1,0.6010427553125509,1.0,0.8,0.5,0,1,0.4908240374235336,0.4814453125,0.509765625,0.4912109375,0.5,0.5,1.0,1.0
2779,1,0.549617941228838,1.0,0.8,0.5,0,1,0.4910071942446043,0.5087890625,0.5234375,0.4912109375,1.0,0.5,0.5,1.0
2780,1,0.5576955893398654,1.0,0.8,0.5,0,1,0.4911902193455592,0.5341796875,0.537109375,0.4912109375,0.5,0.5,1.0,1.0
2781,0,0.3892353099098969,0.0,0.2,0.5,0,1,0.4910136592379583,0.55859375,0.55078125,0.4921875,0.0,0.0,0.5,0.5
2782,1,0.5234977192889052,1.0,0.8,0.5,0,1,0.491196550485088,0.529296875,0.5341796875,0.4912109375,0.5,0.5,1.0,1.0
2783,0,0.5628999587456822,0.0,0.2,0.5,0,1,0.4910201149425287,0.5537109375,0.5478515625,0.4921875,0.0,0.5,0.5,0.0
2784,0,0.5314033843647146,0.0,0.2,0.5,0,1,0.4908438061041292,0.5244140625,0.53125,0.4912109375,0.5,0.5,0.0,0.0
2785,1,0.4254976783192311,1.0,0.8,0.5,0,1,0.4910265613783202,0.4970703125,0.5166015625,0.4912109375,1.0,0.5,0.5,1.0
2786,0,0.6012260510065336,0.0,0.2,0.5,0,1,0.4908503767491927,0.5234375,0.5302734375,0.4912109375,0.5,0.0,0.0,0.5
2787,1,0.3472368051821226,1.0,0.8,0.5,0,1,0.4910329985652797,0.49609375,0.5146484375,0.4912109375,1.0,0.5,0.5,1.0
2788,0,0.5928741924806942,0.0,0.2,0.5,0,1,0.4908569379705987,0.5224609375,0.5283203125,0.4912109375,0.5,0.5,0.0,0.0
2789,1,0.6081055944087074,1.0,0.8,0.5,0,1,0.4910394265232975,0.4951171875,0.5126953125,0.4912109375,1.0,0.5,0.5,1.0
2790,0,0.6572330317535224,0.0,0.2,0.5,0,1,0.4908634897886062,0.521484375,0.5263671875,0.4912109375,0.5,0.5,0.0,0.0
2791,1,0.4657507809749557,1.0,0.8,0.5,0,1,0.4910458452722063,0.4951171875,0.51171875,0.4912109375,1.0,1.0,0.5,0.5
2792,1,0.4000569983438479,1.0,0.8,0.5,0,1,0.4912280701754385,0.5205078125,0.525390625,0.4912109375,0.5,0.5,1.0,1.0
2793,0,0.579388036230838,0.0,0.2,0.5,0,1,0.4910522548317824,0.5458984375,0.5390625,0.4921875,0.0,0.5,0.5,0.0
2794,1,0.4300784720913025,1.0,0.8,0.5,0,1,0.4912343470483005,0.517578125,0.5234375,0.4912109375,0.5,0.5,1.0,1.0
2795,0,0.5043995511443988,0.0,0.2,0.5,0,1,0.4910586552217453,0.54296875,0.537109375,0.4921875,0.0,0.5,0.5,0.0
2796,1,0.4682537782839928,1.0,0.8,0.5,0,1,0.4912406149445835,0.5146484375,0.521484375,0.4912109375,0.5,1.0,1.0,0.5
2797,0,0.4097928028586915,0.0,0.2,0.5,0,1,0.4910650464617584,0.5400390625,0.53515625,0.4921875,0.0,0.5,0.5,0.0
2798,1,0.5320999466184891,1.0,0.8,0.5,0,1,0.4912468738835298,0.51171875,0.51953125,0.4912109375,0.5,0.5,1.0,1.0
2799,0,0.3607984083441964,0.0,0.2,0.5,0,1,0.4910714285714285,0.537109375,0.533203125,0.4921875,0.0,0.5,0.5,0.0
2800,1,0.5592205681644039,1.0,0.8,0.5,0,1,0.491253123884327,0.5087890625,0.517578125,0.4912109375,0.5,0.5,1.0,1.0
2801,0,0.4033068911543265,0.0,0.2,0.5,0,1,0.4910778015703069,0.5341796875,0.53125,0.4921875,0.0,0.0,0.5,0.5
2802,0,0.3268268653532074,0.0,0.2,0.5,0,1,0.4909026043524795,0.5068359375,0.5166015625,0.4912109375,0.5,0.5,0.0,0.0
2803,0,0.4949892541209707,0.0,0.2,0.5,0,1,0.4907275320970042,0.48046875,0.501953125,0.4912109375,0.0,0.5,0.5,0.0
2804,0,0.5431633852811223,0.0,0.2,0.5,0,1,0.4905525846702317,0.455078125,0.48828125,0.4912109375,0.5,0.5,0.0,0.0
2805,1,0.5576934597053225,1.0,0.8,0.5,0,1,0.4907341411261582,0.431640625,0.4755859375,0.4912109375,1.0,0.5,0.5,1.0
2806,1,0.5818353730827162,1.0,0.8,0.5,0,1,0.4909155682223013,0.4609375,0.4892578125,0.4912109375,0.5,1.0,1.0,0.5
2807,0,0.2646359600309586,0.0,0.2,0.5,0,1,0.4907407407407407,0.4892578125,0.5029296875,0.4912109375,0.0,0.5,0.5,0.0
2808,0,0.3994855569043328,0.0,0.2,0.5,0,1,0.490566037735849,0.4638671875,0.4892578125,0.4912109375,0.5,0.5,0.0,0.0
2809,1,0.5106652294503032,1.0,0.8,0.5,0,1,0.4907473309608541,0.439453125,0.4765625,0.4912109375,1.0,0.5,0.5,1.0
2810,0,0.6519003279936145,0.0,0.2,0.5,0,1,0.4905727499110637,0.46875,0.4892578125,0.4912109375,0.5,0.5,0.0,0.0
2811,0,0.5783744493674727,0.0,0.2,0.5,0,1,0.490398293029872,0.4443359375,0.4765625,0.4912109375,0.0,0.0,0.5,0.5
2812,1,0.6901340051848113,1.0,0.8,0.5,0,1,0.4905794525417704,0.421875,0.46484375,0.490234375,0.5,0.5,1.0,1.0
2813,0,0.4475060577086001,0.0,0.2,0.5,0,1,0.4904051172707889,0.451171875,0.478515625,0.4912109375,0.0,0.5,0.5,0.0
2814,0,0.5274416995282009,0.0,0.2,0.5,0,1,0.4902309058614564,0.427734375,0.4658203125,0.490234375,0.5,0.5,0.0,0.0
2815,1,0.3900029192430693,1.0,0.8,0.5,0,1,0.4904119318181818,0.40625,0.4541015625,0.490234375,1.0,0.5,0.5,1.0
2816,1,0.4595647780376,1.0,0.8,0.5,0,1,0.4905928292509762,0.4365234375,0.4677734375,0.490234375,0.5,1.0,1.0,0.5
2817,1,0.4264704281717026,1.0,0.8,0.5,0,1,0.4907735982966643,0.4658203125,0.4814453125,0.4912109375,1.0,0.5,0.5,1.0
2818,0,0.4366011340683278,0.0,0.2,0.5,0,1,0.4905995033699893,0.4931640625,0.4951171875,0.4912109375,0.5,0.5,0.0,0.0
2819,0,0.4606550878814336,0.0,0.2,0.5,0,1,0.4904255319148936,0.4677734375,0.4814453125,0.4912109375,0.0,0.5,0.5,0.0
2820,1,0.5002717539890681,1.0,0.8,0.5,0,1,0.4906061680255228,0.4443359375,0.46875,0.490234375,0.5,0.5,1.0,1.0
2821,1,0.5022212664516484,1.0,0.8,0.5,0,1,0.4907866761162296,0.47265625,0.482421875,0.4912109375,1.0,1.0,0.5,0.5
2822,1,0.5543453439582725,1.0,0.8,0.5,0,1,0.4909670563230606,0.5,0.49609375,0.4912109375,0.5,0.5,1.0,1.0
2823,1,0.5139988467386859,1.0,0.8,0.5,0,1,0.4911473087818697,0.525390625,0.509765625,0.4912109375,1.0,0.5,0.5,1.0
2824,1,0.4655954371150375,1.0,0.8,0.5,0,1,0.4913274336283186,0.55078125,0.5234375,0.4921875,0.5,0.5,1.0,1.0
2825,0,0.4477421458468053,0.0,0.2,0.5,0,1,0.4911535739561217,0.5732421875,0.537109375,0.4921875,0.0,0.5,0.5,0.0
2826,1,0.4692868279841315,1.0,0.8,0.5,0,1,0.4913335691545808,0.5439453125,0.521484375,0.4921875,0.5,1.0,1.0,0.5
2827,1,0.4550962858553034,1.0,0.8,0.5,0,1,0.4915134370579915,0.5673828125,0.53515625,0.4921875,1.0,0.5,0.5,1.0
2828,1,0.549097105518198,1.0,0.8,0.5,0,1,0.4916931778013432,0.58984375,0.548828125,0.4921875,0.5,0.5,1.0,1.0
2829,1,0.5865525190671262,1.0,0.8,0.5,0,1,0.4918727915194346,0.611328125,0.5625,0.4921875,1.0,0.5,0.5,1.0
2830,0,0.6274044537947084,0.0,0.2,0.5,0,1,0.4916990462734016,0.630859375,0.5751953125,0.4931640625,0.5,0.5,0.0,0.0
2831,1,0.4202297240059582,1.0,0.8,0.5,0,1,0.4918785310734463,0.5986328125,0.5576171875,0.4921875,1.0,1.0,0.5,0.5
2832,1,0.546937222533875,1.0,0.8,0.5,0,1,0.492057889163431,0.619140625,0.5712890625,0.4931640625,0.5,0.5,1.0,1.0
2833,0,0.3605320358407324,0.0,0.2,0.5,0,1,0.4918842625264644,0.638671875,0.5849609375,0.4931640625,0.0,0.5,0.5,0.0
2834,1,0.5373174718252578,1.0,0.8,0.5,0,1,0.492063492063492,0.60546875,0.5654296875,0.4931640625,0.5,0.5,1.0,1.0
2835,0,0.6082672282091065,0.0,0.2,0.5,0,1,0.4918899858956276,0.6259765625,0.5791015625,0.4931640625,0.0,0.5,0.5,0.0
2836,0,0.4850410498333005,0.0,0.2,0.5,0,1,0.4917166020444131,0.59375,0.5615234375,0.4931640625,0.5,0.0,0.0,0.5
2837,1,0.6072636047258874,1.0,0.8,0.5,0,1,0.4918957011980268,0.5634765625,0.5439453125,0.4921875,1.0,0.5,0.5,1.0
2838,0,0.3861432129684523,0.0,0.2,0.5,0,1,0.4917224374779852,0.5859375,0.5576171875,0.4931640625,0.5,0.5,0.0,0.0
2839,0,0.4111354716908363,0.0,0.2,0.5,0,1,0.4915492957746479,0.5556640625,0.541015625,0.4921875,0.0,0.5,0.5,0.0
2840,0,0.4864190157356313,0.0,0.2,0.5,0,1,0.4913762759591693,0.52734375,0.525390625,0.4921875,0.5,0.5,0.0,0.0
2841,0,0.6022210354585824,0.0,0.2,0.5,0,1,0.4912033779028853,0.5,0.5107421875,0.4921875,0.0,0.0,0.5,0.5
2842,1,0.4582570543658011,1.0,0.8,0.5,0,1,0.4913823425958494,0.4736328125,0.49609375,0.4921875,0.5,0.5,1.0,1.0
2843,1,0.4546446899091225,1.0,0.8,0.5,0,1,0.4915611814345991,0.5009765625,0.509765625,0.4921875,1.0,0.5,0.5,1.0
2844,1,0.4008371641621979,1.0,0.8,0.5,0,1,0.4917398945518453,0.52734375,0.5234375,0.4921875,0.5,0.5,1.0,1.0
2845,1,0.5202881044442622,1.0,0.8,0.5,0,1,0.4919184820801124,0.5517578125,0.537109375,0.4921875,1.0,0.5,0.5,1.0
2846,0,0.6246695140894436,0.0,0.2,0.5,0,1,0.4917456972251492,0.57421875,0.55078125,0.4931640625,0.5,0.0,0.0,0.5
2847,1,0.5700680109093692,1.0,0.8,0.5,0,1,0.4919241573033708,0.544921875,0.5341796875,0.4921875,1.0,0.5,0.5,1.0
2848,0,0.5696650654336265,0.0,0.2,0.5,0,1,0.4917514917514917,0.568359375,0.5478515625,0.4931640625,0.5,0.5,0.0,0.0
2849,0,0.4793025525076336,0.0,0.2,0.5,0,1,0.491578947368421,0.5390625,0.53125,0.4921875,0.0,0.5,0.5,0.0
2850,0,0.4436690640736085,0.0,0.2,0.5,0,1,0.4914065240266573,0.5107421875,0.5166015625,0.4921875,0.5,0.5,0.0,0.0
2851,1,0.567724591641637,1.0,0.8,0.5,0,1,0.4915848527349228,0.4853515625,0.501953125,0.4921875,1.0,1.0,0.5,0.5
2852,0,0.4968088924365859,0.0,0.2,0.5,0,1,0.4914125481948825,0.51171875,0.515625,0.4921875,0.5,0.5,0.0,0.0
2853,1,0.4826391764280618,1.0,0.8,0.5,0,1,0.4915907498248072,0.4853515625,0.5009765625,0.4921875,1.0,0.5,0.5,1.0
