time,y,true_probs,laplace,k29_poly3,k29_rbf0.01,constant_0.5,constant_0,constant_1,random,mix_01_noiseless,mix_01,mix_10_noiseless,mix_10,k29
1313,0,0.623294460020975,0.4900990099009901,0.390625,0.490234375,0.5,0.0,1.0,0.1937142311562736,0.2,0.5292155920153703,0.8,0.01118061590871422,0.490234375
1314,1,0.4008738569284505,0.4897260273972603,0.3779296875,0.490234375,0.5,0.0,1.0,0.5775070092088098,0.2,1.0,0.8,1.0,0.490234375
1315,1,0.4874420474933942,0.4901140684410646,0.3662109375,0.4892578125,0.5,0.0,1.0,0.8313381381277355,0.2,0.3545577092499167,0.8,0.0,0.4892578125
1316,0,0.3904222768915584,0.4905015197568389,0.38671875,0.490234375,0.5,0.0,1.0,0.4553374874040073,0.2,0.0,0.8,0.0,0.490234375
1317,1,0.5087129701923394,0.4901290812452543,0.40625,0.490234375,0.5,0.0,1.0,0.5179306342568277,0.2,0.27100448022681645,0.8,1.0,0.490234375
1318,1,0.5119050322233629,0.4905159332321699,0.392578125,0.490234375,0.5,0.0,1.0,0.9555877055862866,0.2,0.07138907004240719,0.8,0.1049625294335007,0.490234375
1319,0,0.5920506508113068,0.4909021986353298,0.412109375,0.490234375,0.5,0.0,1.0,0.7296175442769329,0.2,0.03698717332404711,0.8,1.0,0.490234375
1320,1,0.6197661620816487,0.490530303030303,0.431640625,0.490234375,0.5,0.0,1.0,0.3370480296607601,0.2,0.14451770140924428,0.8,1.0,0.490234375
1321,1,0.566306433330016,0.4909159727479182,0.4169921875,0.490234375,0.5,0.0,1.0,0.6710128377259343,0.2,0.09013376645523168,0.8,1.0,0.490234375
1322,1,0.6622259287090356,0.4913010590015129,0.4375,0.490234375,0.5,0.0,1.0,0.3555268070297831,0.2,0.17317320202886097,0.8,1.0,0.490234375
1323,0,0.658850326797281,0.4916855631141345,0.45703125,0.4912109375,0.5,0.0,1.0,0.2403339878738468,0.2,0.03354344288843547,0.8,0.0,0.4912109375
1324,1,0.5315358688055133,0.4913141993957703,0.4765625,0.4912109375,0.5,0.0,1.0,0.1420904730268287,0.2,0.0,0.8,0.6308776267253815,0.4912109375
1325,0,0.5373346862625333,0.4916981132075472,0.458984375,0.4912109375,0.5,0.0,1.0,0.049634943252991,0.2,0.0,0.8,0.6920279807126888,0.4912109375
1326,0,0.30637183082982,0.4913273001508295,0.478515625,0.4912109375,0.5,0.0,1.0,0.2044867475073454,0.2,0.27553608453797296,0.8,0.5662968957110975,0.4912109375
1327,0,0.5320243204727555,0.4909570459683496,0.4609375,0.4912109375,0.5,0.0,1.0,0.1679606161734821,0.2,0.0,0.8,0.7380638273815587,0.4912109375
1328,0,0.4994908446122155,0.4905873493975903,0.4443359375,0.490234375,0.5,0.0,1.0,0.8715280629163179,0.2,0.3802997421840576,0.8,0.9870742107360542,0.490234375
1329,0,0.3311504788116508,0.4902182091798344,0.4287109375,0.490234375,0.5,0.0,1.0,0.5931153224725145,0.2,0.7167896461311567,0.8,0.0,0.490234375
1330,0,0.4568613968158201,0.4898496240601503,0.4140625,0.490234375,0.5,0.0,1.0,0.0228017506283468,0.2,0.23532063241544232,0.8,1.0,0.490234375
1331,1,0.5957423966772083,0.4894815927873779,0.400390625,0.4892578125,0.5,0.0,1.0,0.0996014339229856,0.2,0.1926366120234433,0.8,1.0,0.4892578125
1332,1,0.3761225673683164,0.4898648648648648,0.38671875,0.4892578125,0.5,0.0,1.0,0.2283791309647524,0.2,1.0,0.8,0.6909984984819035,0.4892578125
1333,1,0.6292951164684709,0.4902475618904726,0.4072265625,0.4892578125,0.5,0.0,1.0,0.60222970998065,0.2,0.0,0.8,0.2579351151874225,0.4892578125
1334,0,0.5474799318737978,0.4906296851574213,0.4267578125,0.490234375,0.5,0.0,1.0,0.3731441919413142,0.2,0.0,0.8,0.14903498201672805,0.490234375
1335,1,0.4771611909756456,0.4902621722846442,0.4462890625,0.490234375,0.5,0.0,1.0,0.7122204351494288,0.2,0.0,0.8,1.0,0.490234375
1336,0,0.485767271282128,0.4906437125748503,0.4306640625,0.490234375,0.5,0.0,1.0,0.6993911210087331,0.2,0.43855843243414716,0.8,0.0,0.490234375
1337,0,0.5829927104249548,0.4902767389678384,0.4501953125,0.490234375,0.5,0.0,1.0,0.7323843456310444,0.2,0.8385360535698492,0.8,0.039083503348601,0.490234375
1338,0,0.3568605720489363,0.4899103139013453,0.4345703125,0.490234375,0.5,0.0,1.0,0.9989549863748286,0.2,0.0,0.8,0.8053408328054029,0.490234375
1339,0,0.7040761939896942,0.4895444361463779,0.4189453125,0.4892578125,0.5,0.0,1.0,0.1674540897629491,0.2,0.0,0.8,0.754123934642337,0.4892578125
1340,1,0.4186580470465522,0.4891791044776119,0.4052734375,0.4892578125,0.5,0.0,1.0,0.4663196628689279,0.2,0.1533761363503668,0.8,0.0,0.4892578125
1341,1,0.4234716758052911,0.4895600298284862,0.3916015625,0.4892578125,0.5,0.0,1.0,0.7202127539649201,0.2,0.3317251035255826,0.8,0.4539038554585444,0.4892578125
1342,0,0.6220768197189284,0.4899403874813711,0.412109375,0.4892578125,0.5,0.0,1.0,0.1938798238190704,0.2,0.0,0.8,0.0033159406988556572,0.4892578125
1343,1,0.579005233501173,0.4895755770662695,0.431640625,0.4892578125,0.5,0.0,1.0,0.9123820507522764,0.2,0.6006987982896161,0.8,0.0,0.4892578125
1344,1,0.6325391695649811,0.4899553571428571,0.4169921875,0.4892578125,0.5,0.0,1.0,0.6794124698670471,0.2,0.2597783680061733,0.8,1.0,0.4892578125
1345,0,0.6045981073864479,0.4903345724907063,0.4365234375,0.4892578125,0.5,0.0,1.0,0.8327710137589716,0.2,0.36547512617844147,0.8,1.0,0.4892578125
1346,0,0.5376395928798114,0.4899702823179792,0.4560546875,0.490234375,0.5,0.0,1.0,0.6119876571264855,0.2,0.0,0.8,0.0,0.490234375
1347,1,0.3723615853376911,0.4896065330363771,0.439453125,0.4892578125,0.5,0.0,1.0,0.1825828604035424,0.2,1.0,0.8,1.0,0.4892578125
1348,0,0.452716008996133,0.4899851632047478,0.4248046875,0.4892578125,0.5,0.0,1.0,0.1209038089414573,0.2,0.4044354728011929,0.8,0.7985859043529496,0.4892578125
1349,1,0.5198439364621726,0.4896219421793921,0.443359375,0.4892578125,0.5,0.0,1.0,0.768211007024576,0.2,0.0,0.8,0.547636226304852,0.4892578125
1350,1,0.4982817429539659,0.49,0.4287109375,0.4892578125,0.5,0.0,1.0,0.5361915509101702,0.2,0.16717056869291716,0.8,1.0,0.4892578125
1351,0,0.2947217179317377,0.4903774981495188,0.4482421875,0.4892578125,0.5,0.0,1.0,0.2133748442874993,0.2,1.0,0.8,1.0,0.4892578125
1352,1,0.6044405359354988,0.4900147928994083,0.4677734375,0.490234375,0.5,0.0,1.0,0.2601333057204388,0.2,0.0,0.8,0.9941063191747802,0.490234375
1353,1,0.673114246197146,0.4903917220990392,0.4501953125,0.4892578125,0.5,0.0,1.0,0.3585350976893295,0.2,1.0,0.8,1.0,0.4892578125
1354,0,0.6464095198691959,0.490768094534712,0.4697265625,0.490234375,0.5,0.0,1.0,0.5183412295768887,0.2,0.0,0.8,0.0,0.490234375
1355,1,0.3982140373523122,0.4904059040590406,0.4892578125,0.490234375,0.5,0.0,1.0,0.6929799668892831,0.2,0.6614762583938717,0.8,1.0,0.490234375
1356,0,0.5435966779738544,0.4907817109144542,0.470703125,0.490234375,0.5,0.0,1.0,0.5781308051513634,0.2,0.0,0.8,0.5692868753416762,0.490234375
1357,1,0.2873501915415077,0.4904200442151805,0.490234375,0.490234375,0.5,0.0,1.0,0.7202304929822952,0.2,0.41278322472914397,0.8,0.26730173867722673,0.490234375
1358,0,0.6690018141983042,0.4907952871870397,0.4716796875,0.490234375,0.5,0.0,1.0,0.8429300387144738,0.2,0.6687914811645304,0.8,0.6273827646392212,0.490234375
1359,0,0.3060123090221188,0.4904341427520235,0.4912109375,0.490234375,0.5,0.0,1.0,0.5834856328253151,0.2,1.0,0.8,1.0,0.490234375
1360,1,0.5410508763247204,0.4900735294117647,0.47265625,0.490234375,0.5,0.0,1.0,0.6725562498883123,0.2,0.40521948528589574,0.8,0.0,0.490234375
1361,0,0.6162579688623105,0.4904481998530492,0.4560546875,0.490234375,0.5,0.0,1.0,0.3247502950119199,0.2,1.0,0.8,0.6256285200589325,0.490234375
1362,0,0.6291321730930736,0.4900881057268722,0.4755859375,0.490234375,0.5,0.0,1.0,0.6170607093328759,0.2,0.0,0.8,0.6161732306280668,0.490234375
1363,1,0.5343970514712909,0.4897285399853265,0.4580078125,0.490234375,0.5,0.0,1.0,0.0732966292206217,0.2,1.0,0.8,0.0,0.490234375
1364,0,0.3574349950893258,0.4901026392961877,0.44140625,0.4892578125,0.5,0.0,1.0,0.2287360334920455,0.2,1.0,0.8,0.0,0.4892578125
1365,0,0.4898824206955714,0.4897435897435897,0.4609375,0.490234375,0.5,0.0,1.0,0.826706997913315,0.2,0.529490493981573,0.8,0.0,0.490234375
1366,0,0.4731681525815051,0.4893850658857979,0.4443359375,0.4892578125,0.5,0.0,1.0,0.6820980417576413,0.2,0.17655490605632024,0.8,1.0,0.4892578125
1367,1,0.5368359159046948,0.4890270665691295,0.4296875,0.4892578125,0.5,0.0,1.0,0.2920075981820027,0.2,0.0,0.8,1.0,0.4892578125
1368,0,0.598774598401575,0.4894005847953216,0.4150390625,0.4892578125,0.5,0.0,1.0,0.0024182182330608,0.2,0.0,0.8,0.15042594967211065,0.4892578125
1369,1,0.5662040882308295,0.4890430971512052,0.4345703125,0.4892578125,0.5,0.0,1.0,0.9233120519934904,0.2,1.0,0.8,1.0,0.4892578125
1370,1,0.7121616557669537,0.4894160583941606,0.419921875,0.4892578125,0.5,0.0,1.0,0.4027753259776973,0.2,0.07824695546648962,0.8,0.5917079964549387,0.4892578125
1371,1,0.5661050855122217,0.4897884755652808,0.439453125,0.4892578125,0.5,0.0,1.0,0.4536419031577905,0.2,0.0,0.8,1.0,0.4892578125
1372,1,0.4611182491694117,0.4901603498542274,0.4580078125,0.4892578125,0.5,0.0,1.0,0.5647375189263119,0.2,0.029029931047434232,0.8,1.0,0.4892578125
1373,1,0.6629979552160182,0.4905316824471959,0.4775390625,0.490234375,0.5,0.0,1.0,0.0321346342268626,0.2,1.0,0.8,1.0,0.490234375
1374,1,0.4685471935055337,0.4909024745269287,0.4970703125,0.490234375,0.5,0.0,1.0,0.2228846587935364,0.2,1.0,0.8,0.3334299199884251,0.490234375
1375,1,0.5281863510954388,0.4912727272727272,0.5166015625,0.490234375,0.5,0.0,1.0,0.2588200526883119,0.2,0.0,0.8,1.0,0.490234375
1376,0,0.5180777926363603,0.4916424418604651,0.5361328125,0.4912109375,0.5,0.0,1.0,0.4278496293508445,0.2,0.0,0.8,0.8184575959011263,0.4912109375
1377,0,0.2706768641689762,0.4912854030501089,0.5546875,0.4912109375,0.5,0.0,1.0,0.2613791056506737,0.2,1.0,0.8,1.0,0.4912109375
1378,1,0.5276819953424283,0.4909288824383164,0.53125,0.4912109375,0.5,0.0,1.0,0.2888777477622569,0.2,0.34449251602606523,0.8,1.0,0.4912109375
1379,0,0.5289439953500593,0.4912980420594633,0.509765625,0.490234375,0.5,0.0,1.0,0.0180724207380297,0.2,1.0,0.8,0.8145868150917015,0.490234375
1380,1,0.4790294945027618,0.4909420289855072,0.529296875,0.4912109375,0.5,0.0,1.0,0.177058452982406,0.2,0.9072124946315883,0.8,0.6942782155801284,0.4912109375
1381,0,0.4858713024740803,0.4913106444605358,0.5078125,0.490234375,0.5,0.0,1.0,0.2440071596026164,0.2,0.0,0.8,0.0,0.490234375
1382,0,0.3715596506478152,0.4909551374819103,0.52734375,0.4912109375,0.5,0.0,1.0,0.9509041302769844,0.2,0.5498782840940362,0.8,1.0,0.4912109375
1383,1,0.5082463308838003,0.4906001446131598,0.505859375,0.490234375,0.5,0.0,1.0,0.1003305230963661,0.2,1.0,0.8,0.24477394849693757,0.490234375
1384,1,0.6502925486401862,0.4909682080924855,0.486328125,0.490234375,0.5,0.0,1.0,0.1687324086358692,0.2,1.0,0.8,1.0,0.490234375
1385,0,0.4822730431989016,0.4913357400722021,0.505859375,0.490234375,0.5,0.0,1.0,0.5105311681794678,0.2,0.021451664097340867,0.8,1.0,0.490234375
1386,1,0.4477874248514429,0.4909812409812409,0.525390625,0.4912109375,0.5,0.0,1.0,0.1829543373059656,0.2,0.6754981569331936,0.8,0.6144910445208627,0.4912109375
1387,1,0.4392271105189898,0.4913482335976928,0.50390625,0.490234375,0.5,0.0,1.0,0.6917054393750239,0.2,0.7625686646417293,0.8,0.0,0.490234375
1388,0,0.7017087908187332,0.49171469740634,0.5234375,0.4912109375,0.5,0.0,1.0,0.5870390140611429,0.2,0.0,0.8,1.0,0.4912109375
1389,1,0.3644756511122936,0.4913606911447084,0.54296875,0.4912109375,0.5,0.0,1.0,0.3768967504572166,0.2,1.0,0.8,0.5706825566911078,0.4912109375
1390,1,0.5844949767336858,0.491726618705036,0.5205078125,0.4912109375,0.5,0.0,1.0,0.5524865685470871,0.2,0.26518589620226724,0.8,0.7650327421616627,0.4912109375
1391,0,0.5111411805146681,0.4920920201294033,0.5400390625,0.4912109375,0.5,0.0,1.0,0.2773316212638027,0.2,1.0,0.8,1.0,0.4912109375
1392,1,0.6920896423456986,0.4917385057471264,0.55859375,0.4912109375,0.5,0.0,1.0,0.9277567628912308,0.2,0.2337717375981468,0.8,0.6485226058257932,0.4912109375
1393,0,0.6311265420884036,0.4921033740129217,0.53515625,0.4912109375,0.5,0.0,1.0,0.8912569662783968,0.2,0.2732481581570009,0.8,0.0,0.4912109375
1394,1,0.4911681974037987,0.4917503586800574,0.5537109375,0.4912109375,0.5,0.0,1.0,0.6731138408120971,0.2,0.0,0.8,0.7607535035715041,0.4912109375
1395,0,0.3458531362423822,0.4921146953405018,0.5302734375,0.4912109375,0.5,0.0,1.0,0.7516844857590043,0.2,0.8403680230844288,0.8,0.0,0.4912109375
1396,1,0.6429639843271909,0.4917621776504298,0.5498046875,0.4912109375,0.5,0.0,1.0,0.245327201713729,0.2,0.22468486201972265,0.8,0.0,0.4912109375
1397,0,0.6458043667644358,0.4921259842519685,0.52734375,0.4912109375,0.5,0.0,1.0,0.8313739998183141,0.2,0.0,0.8,1.0,0.4912109375
1398,0,0.389509800548154,0.4917739628040057,0.5458984375,0.4912109375,0.5,0.0,1.0,0.7562766323350141,0.2,0.0,0.8,0.0,0.4912109375
1399,0,0.5745233497205131,0.491422444603288,0.5234375,0.4912109375,0.5,0.0,1.0,0.4131277560585671,0.2,0.41462878009895465,0.8,1.0,0.4912109375
1400,0,0.4199233451140601,0.4910714285714285,0.5029296875,0.4912109375,0.5,0.0,1.0,0.1342550360821114,0.2,0.3360306256604715,0.8,0.0,0.4912109375
1401,0,0.4223809693635392,0.4907209136331192,0.4833984375,0.490234375,0.5,0.0,1.0,0.1600885928032164,0.2,0.40463924771759474,0.8,1.0,0.490234375
1402,0,0.3390686580563956,0.4903708987161198,0.4658203125,0.490234375,0.5,0.0,1.0,0.0753091854432398,0.2,0.7953352269243057,0.8,0.6501455555605594,0.490234375
1403,1,0.5932905227499312,0.4900213827512473,0.44921875,0.490234375,0.5,0.0,1.0,0.553762944983756,0.2,0.08705546896799858,0.8,1.0,0.490234375
1404,0,0.527112842609931,0.4903846153846153,0.4345703125,0.4892578125,0.5,0.0,1.0,0.498400278220895,0.2,0.0,0.8,0.39244366778579826,0.4892578125
1405,0,0.5494499730708323,0.4900355871886121,0.453125,0.490234375,0.5,0.0,1.0,0.0929781220621149,0.2,0.0,0.8,0.5791968629269032,0.490234375
1406,0,0.6452474936726756,0.4896870554765292,0.4375,0.490234375,0.5,0.0,1.0,0.4309286024228552,0.2,1.0,0.8,0.40594896279942605,0.490234375
1407,0,0.5668624636593484,0.4893390191897654,0.4228515625,0.4892578125,0.5,0.0,1.0,0.5748618572856474,0.2,1.0,0.8,1.0,0.4892578125
1408,0,0.5584562756836139,0.4889914772727273,0.4091796875,0.4892578125,0.5,0.0,1.0,0.0994421487406839,0.2,0.47889815385781603,0.8,0.6802882119444718,0.4892578125
1409,0,0.5749273879066663,0.4886444286728176,0.3955078125,0.48828125,0.5,0.0,1.0,0.4584473996385231,0.2,0.03655214335261059,0.8,0.5803082602277372,0.48828125
1410,0,0.3935428155794624,0.4882978723404255,0.3837890625,0.48828125,0.5,0.0,1.0,0.7024949568099255,0.2,0.41011033085224724,0.8,0.0,0.48828125
1411,1,0.4965534865384307,0.4879518072289157,0.3720703125,0.48828125,0.5,0.0,1.0,0.4139935629658567,0.2,0.5970060184344432,0.8,0.7500273708615717,0.48828125
1412,0,0.3793738445353749,0.488314447592068,0.3603515625,0.4873046875,0.5,0.0,1.0,0.3790801892726667,0.2,0.0,0.8,0.05111480128257895,0.4873046875
1413,0,0.4100086889391839,0.4879688605803255,0.3798828125,0.48828125,0.5,0.0,1.0,0.656557574129633,0.2,0.0,0.8,1.0,0.48828125
1414,1,0.4908183498505987,0.4876237623762376,0.3681640625,0.4873046875,0.5,0.0,1.0,0.2884151475596652,0.2,0.34635182676070736,0.8,0.7934619912936564,0.4873046875
1415,1,0.6061887618174687,0.4879858657243816,0.3564453125,0.4873046875,0.5,0.0,1.0,0.109871705700396,0.2,0.6088290207243209,0.8,0.49035238221122385,0.4873046875
1416,1,0.7058214013898958,0.4883474576271186,0.3759765625,0.4873046875,0.5,0.0,1.0,0.276708095652023,0.2,0.3610132864210667,0.8,1.0,0.4873046875
1417,1,0.3914806837107472,0.4887085391672547,0.3955078125,0.48828125,0.5,0.0,1.0,0.6593037745444947,0.2,0.39065757459021133,0.8,1.0,0.48828125
1418,1,0.5173330416358483,0.4890691114245416,0.4140625,0.48828125,0.5,0.0,1.0,0.168668954863735,0.2,0.018644744150846965,0.8,0.968482465232671,0.48828125
1419,0,0.4929089563793861,0.4894291754756871,0.43359375,0.4892578125,0.5,0.0,1.0,0.5893342942732631,0.2,0.25861811425515857,0.8,0.7394623458075541,0.4892578125
1420,1,0.5527235622422892,0.4890845070422535,0.4521484375,0.4892578125,0.5,0.0,1.0,0.999326654086844,0.2,1.0,0.8,0.0,0.4892578125
1421,1,0.5582409882308967,0.4894440534834623,0.4365234375,0.4892578125,0.5,0.0,1.0,0.8109709576093341,0.2,0.520400407268728,0.8,0.4014845110899726,0.4892578125
1422,1,0.536242116429593,0.4898030942334739,0.4560546875,0.4892578125,0.5,0.0,1.0,0.825533274822224,0.2,0.0,0.8,0.7004930037721006,0.4892578125
1423,0,0.4032823457552522,0.4901616303583977,0.474609375,0.4892578125,0.5,0.0,1.0,0.2324167990637263,0.2,0.0,0.8,1.0,0.4892578125
1424,0,0.5394675422952828,0.4898174157303371,0.494140625,0.490234375,0.5,0.0,1.0,0.5529073946009567,0.2,0.0,0.8,0.0,0.490234375
1425,0,0.5892326713077771,0.4894736842105263,0.4755859375,0.4892578125,0.5,0.0,1.0,0.5782725549373818,0.2,0.0,0.8,1.0,0.4892578125
1426,0,0.4486609167553497,0.4891304347826087,0.458984375,0.4892578125,0.5,0.0,1.0,0.5780918133566225,0.2,0.8976156843021568,0.8,0.21525112279553538,0.4892578125
1427,1,0.6978164923590539,0.4887876664330763,0.4423828125,0.4892578125,0.5,0.0,1.0,0.6595130895247812,0.2,1.0,0.8,0.5397067911931835,0.4892578125
1428,0,0.4765086818053096,0.4891456582633053,0.427734375,0.48828125,0.5,0.0,1.0,0.9449987046272048,0.2,0.0,0.8,1.0,0.48828125
1429,1,0.4366139802205409,0.4888033589923023,0.447265625,0.4892578125,0.5,0.0,1.0,0.7376325870520516,0.2,0.12757447286057352,0.8,0.8913517283241212,0.4892578125
1430,0,0.5296379038407931,0.4891608391608391,0.431640625,0.48828125,0.5,0.0,1.0,0.4819211914842641,0.2,0.0,0.8,1.0,0.48828125
1431,0,0.4742410515860404,0.4888190076869322,0.4501953125,0.4892578125,0.5,0.0,1.0,0.5739127226863291,0.2,0.0,0.8,0.3031058771634658,0.4892578125
1432,1,0.3632827185894516,0.4884776536312849,0.435546875,0.48828125,0.5,0.0,1.0,0.2556980458454675,0.2,0.0,0.8,0.41730582300799063,0.48828125
1433,0,0.4973843213477031,0.488834612700628,0.4208984375,0.48828125,0.5,0.0,1.0,0.6733239176056134,0.2,0.36136953356179025,0.8,1.0,0.48828125
1434,1,0.6595702440898406,0.4884937238493724,0.439453125,0.48828125,0.5,0.0,1.0,0.3716539018305262,0.2,0.2494965063849746,0.8,0.0,0.48828125
1435,1,0.7002532317439836,0.4888501742160279,0.4248046875,0.48828125,0.5,0.0,1.0,0.0144554941883969,0.2,0.7468071206999147,0.8,0.9552305395216587,0.48828125
1436,0,0.4432958539509277,0.4892061281337047,0.4443359375,0.48828125,0.5,0.0,1.0,0.6642625664167613,0.2,1.0,0.8,1.0,0.48828125
1437,1,0.5905274603641816,0.488865692414753,0.462890625,0.4892578125,0.5,0.0,1.0,0.4315819225603438,0.2,0.0,0.8,1.0,0.4892578125
1438,1,0.5132529454853082,0.489221140472879,0.447265625,0.48828125,0.5,0.0,1.0,0.2087630644495705,0.2,1.0,0.8,1.0,0.48828125
1439,1,0.5283886629652306,0.4895760945100764,0.4658203125,0.4892578125,0.5,0.0,1.0,0.987150362366716,0.2,0.0,0.8,0.5192936135720316,0.4892578125
1440,0,0.6267371213213739,0.4899305555555555,0.484375,0.4892578125,0.5,0.0,1.0,0.1135661850525001,0.2,0.0,0.8,1.0,0.4892578125
1441,0,0.5852071528289042,0.4895905621096461,0.50390625,0.4892578125,0.5,0.0,1.0,0.929789087221707,0.2,0.0,0.8,0.8807696844940458,0.4892578125
1442,0,0.5154320415761492,0.489251040221914,0.484375,0.4892578125,0.5,0.0,1.0,0.9595805388528263,0.2,0.18233830184756375,0.8,1.0,0.4892578125
1443,0,0.4071255714314433,0.4889119889119889,0.466796875,0.4892578125,0.5,0.0,1.0,0.6071629431144945,0.2,0.0,0.8,0.0,0.4892578125
1444,0,0.3876019158434148,0.4885734072022161,0.451171875,0.48828125,0.5,0.0,1.0,0.75032809358313,0.2,0.0,0.8,0.5165979571702122,0.48828125
1445,0,0.4935981889552686,0.488235294117647,0.435546875,0.48828125,0.5,0.0,1.0,0.0626345365983276,0.2,1.0,0.8,0.9242497140410382,0.48828125
1446,1,0.5323613327466883,0.4878976486860304,0.4208984375,0.48828125,0.5,0.0,1.0,0.2879219223868619,0.2,1.0,0.8,0.0,0.48828125
1447,1,0.5503171892259076,0.4882515549412577,0.4072265625,0.4873046875,0.5,0.0,1.0,0.9579748566873127,0.2,0.7344203673557854,0.8,0.7068555476063686,0.4873046875
1448,1,0.5781969353375653,0.4886049723756906,0.4267578125,0.48828125,0.5,0.0,1.0,0.9933680547272143,0.2,0.204149194402696,0.8,0.7605617141389609,0.48828125
1449,0,0.5979585128798093,0.4889579020013803,0.4453125,0.48828125,0.5,0.0,1.0,0.2628768841160864,0.2,0.3665943445891389,0.8,0.0,0.48828125
1450,1,0.2596923303245428,0.4886206896551724,0.4638671875,0.48828125,0.5,0.0,1.0,0.9647590274143238,0.2,0.9645938341778986,0.8,0.10547299595161486,0.48828125
1451,1,0.590344033302963,0.488973121984838,0.4482421875,0.48828125,0.5,0.0,1.0,0.3124772386874547,0.2,0.0,0.8,0.009009629541371966,0.48828125
1452,1,0.3952552223419475,0.4893250688705234,0.466796875,0.48828125,0.5,0.0,1.0,0.0584398619465672,0.2,0.33011057602868976,0.8,1.0,0.48828125
1453,0,0.6114068574756973,0.4896765313145216,0.4853515625,0.4892578125,0.5,0.0,1.0,0.9057782406053936,0.2,0.5962736348610935,0.8,0.0,0.4892578125
1454,0,0.5336644327942298,0.4893397524071526,0.5048828125,0.4892578125,0.5,0.0,1.0,0.1478206400527927,0.2,0.0,0.8,0.5898751053268776,0.4892578125
1455,0,0.5630559817787034,0.4890034364261168,0.4853515625,0.4892578125,0.5,0.0,1.0,0.8770488452327766,0.2,0.0,0.8,0.16915616003023293,0.4892578125
1456,1,0.4459074251795923,0.4886675824175824,0.4677734375,0.48828125,0.5,0.0,1.0,0.2928438567214958,0.2,0.16600201808404774,0.8,0.8015498022615553,0.48828125
1457,1,0.5282651321366039,0.4890185312285518,0.4521484375,0.48828125,0.5,0.0,1.0,0.2081251346249657,0.2,0.0,0.8,0.6642285345172348,0.48828125
1458,0,0.3132787420609702,0.4893689986282579,0.470703125,0.48828125,0.5,0.0,1.0,0.1819513176656634,0.2,1.0,0.8,1.0,0.48828125
1459,0,0.6095246616704575,0.4890335846470185,0.4892578125,0.4892578125,0.5,0.0,1.0,0.1377878577987292,0.2,1.0,0.8,0.0,0.4892578125
1460,0,0.4669161261359183,0.4886986301369863,0.4716796875,0.4892578125,0.5,0.0,1.0,0.5348705567963851,0.2,0.1591579653831799,0.8,0.5026743830254421,0.4892578125
1461,0,0.241091970516971,0.4883641341546885,0.455078125,0.48828125,0.5,0.0,1.0,0.3993455191946728,0.2,0.0,0.8,1.0,0.48828125
1462,1,0.6061483553659225,0.4880300957592339,0.439453125,0.48828125,0.5,0.0,1.0,0.1131832905563136,0.2,0.9875576428262771,0.8,1.0,0.48828125
1463,1,0.6676773726652387,0.4883800410116199,0.4248046875,0.4873046875,0.5,0.0,1.0,0.1509305050480934,0.2,0.19699537246421808,0.8,0.6002616958882216,0.4873046875
1464,0,0.4123870483595989,0.4887295081967213,0.443359375,0.48828125,0.5,0.0,1.0,0.3529604726912688,0.2,0.15559909978744318,0.8,1.0,0.48828125
1465,1,0.621270988579275,0.4883959044368601,0.462890625,0.48828125,0.5,0.0,1.0,0.1044383341195512,0.2,0.6590861195337878,0.8,1.0,0.48828125
1466,1,0.4250244548887607,0.4887448840381991,0.4462890625,0.48828125,0.5,0.0,1.0,0.5834436173268718,0.2,1.0,0.8,0.6828672446665837,0.48828125
1467,1,0.273347937006729,0.489093387866394,0.46484375,0.48828125,0.5,0.0,1.0,0.338232259876857,0.2,0.34128051295847006,0.8,0.8832723030545447,0.48828125
1468,0,0.4642107525720673,0.489441416893733,0.484375,0.4892578125,0.5,0.0,1.0,0.4578973532235471,0.2,1.0,0.8,0.0,0.4892578125
1469,1,0.5326136451992934,0.4891082368958475,0.5029296875,0.4892578125,0.5,0.0,1.0,0.5222289487006025,0.2,0.33218247999182204,0.8,0.0,0.4892578125
1470,1,0.5133551129377801,0.4894557823129252,0.484375,0.4892578125,0.5,0.0,1.0,0.8778028392397298,0.2,0.0,0.8,1.0,0.4892578125
1471,0,0.5103597949494642,0.4898028552005438,0.5029296875,0.4892578125,0.5,0.0,1.0,0.2110733286707272,0.2,1.0,0.8,0.0,0.4892578125
1472,1,0.5296422857762318,0.4894701086956521,0.521484375,0.4892578125,0.5,0.0,1.0,0.6340806365317959,0.2,1.0,0.8,1.0,0.4892578125
1473,1,0.521655566362289,0.4898167006109979,0.5009765625,0.4892578125,0.5,0.0,1.0,0.3914439176849533,0.2,0.0,0.8,1.0,0.4892578125
1474,0,0.4783961696542138,0.4901628222523745,0.5205078125,0.4892578125,0.5,0.0,1.0,0.2606616310951024,0.2,1.0,0.8,1.0,0.4892578125
1475,0,0.4398618626846694,0.4898305084745762,0.5390625,0.490234375,0.5,0.0,1.0,0.2333701351476623,0.2,1.0,0.8,1.0,0.490234375
1476,0,0.473419915245328,0.4894986449864498,0.517578125,0.4892578125,0.5,0.0,1.0,0.504808836722464,0.2,0.0,0.8,0.0,0.4892578125
1477,0,0.4648327433841971,0.489167230873392,0.498046875,0.4892578125,0.5,0.0,1.0,0.4341977084485852,0.2,1.0,0.8,0.5368696765336443,0.4892578125
1478,1,0.4697077376565096,0.4888362652232746,0.4794921875,0.4892578125,0.5,0.0,1.0,0.9573993922526494,0.2,1.0,0.8,1.0,0.4892578125
