time,y,true_probs,constant_0.5,constant_0,constant_1,laplace,k29_epa,k29_poly3,k29_rbf0.01,mix_01_noiseless,mix_01,mix_10_noiseless,mix_10
1817,0,0.2045877868767145,0.5,0.0,1.0,0.0484048404840484,0.00390625,0.029296875,0.046875,0.2,0.06893454940336749,0.8,0.0
1818,0,0.0,0.5,0.0,1.0,0.0483782297965915,0.0029296875,0.02734375,0.046875,0.2,0.680956301323536,0.8,1.0
1819,0,0.0,0.5,0.0,1.0,0.0483516483516483,0.0029296875,0.025390625,0.046875,0.2,1.0,0.8,1.0
1820,0,0.0,0.5,0.0,1.0,0.0483250961010433,0.001953125,0.0244140625,0.046875,0.2,1.0,0.8,1.0
1821,0,0.0,0.5,0.0,1.0,0.0482985729967069,0.001953125,0.0224609375,0.046875,0.2,0.9251037942424334,0.8,1.0
1822,0,0.0,0.5,0.0,1.0,0.0482720789906747,0.001953125,0.021484375,0.046875,0.2,0.0,0.8,1.0
1823,0,0.0813115671761031,0.5,0.0,1.0,0.0482456140350877,0.0009765625,0.01953125,0.046875,0.2,0.3494548901996959,0.8,0.0
1824,0,0.0,0.5,0.0,1.0,0.0482191780821917,0.0009765625,0.0185546875,0.0458984375,0.2,0.8711092609952005,0.8,1.0
1825,0,0.0,0.5,0.0,1.0,0.0481927710843373,0.0009765625,0.017578125,0.0458984375,0.2,1.0,0.8,0.0
1826,0,0.0,0.5,0.0,1.0,0.0481663929939792,0.0009765625,0.0166015625,0.0458984375,0.2,0.0,0.8,1.0
1827,0,0.0399967027142635,0.5,0.0,1.0,0.0481400437636761,0.0009765625,0.0146484375,0.0458984375,0.2,0.5069984038655149,0.8,1.0
1828,0,0.0511187269273229,0.5,0.0,1.0,0.0481137233460907,0.0009765625,0.0146484375,0.0458984375,0.2,0.0,0.8,1.0
1829,0,0.208543767631285,0.5,0.0,1.0,0.048087431693989,0.0009765625,0.013671875,0.0458984375,0.2,1.0,0.8,0.0
1830,0,0.0727270940817277,0.5,0.0,1.0,0.0480611687602403,0.0,0.0126953125,0.0458984375,0.2,0.0,0.8,0.9537259661310284
1831,0,0.0609791016812115,0.5,0.0,1.0,0.0480349344978165,0.0,0.01171875,0.0458984375,0.2,1.0,0.8,0.0
1832,0,0.0,0.5,0.0,1.0,0.0480087288597926,0.0,0.0107421875,0.0458984375,0.2,0.34384198963460155,0.8,0.9192121213783869
1833,0,0.0528887906206872,0.5,0.0,1.0,0.0479825517993456,0.0,0.009765625,0.0458984375,0.2,1.0,0.8,1.0
1834,0,0.0447171696956467,0.5,0.0,1.0,0.0479564032697547,0.0,0.009765625,0.0458984375,0.2,1.0,0.8,0.46989521760254593
1835,0,0.0557439776376038,0.5,0.0,1.0,0.0479302832244008,0.0,0.0087890625,0.0458984375,0.2,0.28085914362155157,0.8,0.8765403254292952
1836,0,0.0001039220427659,0.5,0.0,1.0,0.0479041916167664,0.0,0.0087890625,0.0458984375,0.2,0.0,0.8,1.0
1837,0,0.152172114281154,0.5,0.0,1.0,0.0478781284004352,0.0,0.0078125,0.0458984375,0.2,0.2680237433988639,0.8,0.41155541982876453
1838,0,0.0854218528331152,0.5,0.0,1.0,0.0478520935290919,0.0,0.0078125,0.0458984375,0.2,0.07764511547195432,0.8,0.9412473134131378
1839,0,0.0799625740890906,0.5,0.0,1.0,0.0478260869565217,0.0,0.0068359375,0.0458984375,0.2,0.0,0.8,1.0
1840,0,0.0,0.5,0.0,1.0,0.0478001086366105,0.0,0.0068359375,0.0458984375,0.2,0.5242486362157133,0.8,0.5087196239726539
1841,0,0.1470349793226464,0.5,0.0,1.0,0.0477741585233441,0.0,0.005859375,0.044921875,0.2,0.0,0.8,1.0
1842,0,0.1437364787544457,0.5,0.0,1.0,0.0477482365708084,0.0,0.005859375,0.044921875,0.2,0.0,0.8,1.0
1843,0,0.0075369452034999,0.5,0.0,1.0,0.0477223427331887,0.0,0.0048828125,0.044921875,0.2,0.5341482633964363,0.8,1.0
1844,1,0.1859633479364474,0.5,0.0,1.0,0.0482384823848238,0.0,0.0048828125,0.044921875,0.2,0.1814367533239901,0.8,0.3110736059887555
1845,0,0.0,0.5,0.0,1.0,0.0482123510292524,0.146484375,0.06640625,0.046875,0.2,0.3481788921267268,0.8,0.8863170309614417
1846,0,0.0732144985079582,0.5,0.0,1.0,0.0481862479696805,0.125,0.0625,0.0458984375,0.2,1.0,0.8,0.95591282186209
1847,0,0.0413451126504239,0.5,0.0,1.0,0.0481601731601731,0.1064453125,0.05859375,0.0458984375,0.2,0.7227742574559866,0.8,1.0
1848,0,0.0,0.5,0.0,1.0,0.0481341265548945,0.0908203125,0.0546875,0.0458984375,0.2,0.4131560041905754,0.8,0.0
1849,0,0.0715890590825445,0.5,0.0,1.0,0.0481081081081081,0.078125,0.0517578125,0.0458984375,0.2,0.0,0.8,0.6930713330883994
1850,0,0.2141227460461363,0.5,0.0,1.0,0.0480821177741761,0.06640625,0.048828125,0.0458984375,0.2,0.0,0.8,0.7809473964715525
1851,0,0.0414379183664676,0.5,0.0,1.0,0.0480561555075593,0.056640625,0.0458984375,0.0458984375,0.2,0.0,0.8,1.0
1852,0,0.0,0.5,0.0,1.0,0.048030221262817,0.048828125,0.04296875,0.0458984375,0.2,0.0,0.8,0.0
1853,0,0.0600507394692444,0.5,0.0,1.0,0.0480043149946062,0.041015625,0.0400390625,0.0458984375,0.2,0.16151574548358494,0.8,1.0
1854,0,0.0159784884244269,0.5,0.0,1.0,0.0479784366576819,0.03515625,0.037109375,0.0458984375,0.2,1.0,0.8,1.0
1855,0,0.0,0.5,0.0,1.0,0.0479525862068965,0.0302734375,0.03515625,0.0458984375,0.2,0.4369268057557764,0.8,1.0
1856,0,0.0,0.5,0.0,1.0,0.0479267635971997,0.0263671875,0.033203125,0.0458984375,0.2,0.3699927272561251,0.8,0.5477509302945138
1857,0,0.1178542055098309,0.5,0.0,1.0,0.0479009687836383,0.0224609375,0.03125,0.0458984375,0.2,0.0,0.8,1.0
1858,0,0.0117319842351273,0.5,0.0,1.0,0.0478752017213555,0.0185546875,0.029296875,0.0458984375,0.2,0.2562607949667085,0.8,0.4186114800478493
1859,0,0.0,0.5,0.0,1.0,0.0478494623655914,0.0166015625,0.02734375,0.0458984375,0.2,1.0,0.8,0.0
1860,0,0.0,0.5,0.0,1.0,0.0478237506716818,0.013671875,0.025390625,0.0458984375,0.2,0.04851157630797365,0.8,0.0
1861,0,0.0,0.5,0.0,1.0,0.047798066595059,0.01171875,0.0244140625,0.0458984375,0.2,0.0,0.8,0.9392328612982153
1862,0,0.0,0.5,0.0,1.0,0.0477724100912506,0.009765625,0.0224609375,0.0458984375,0.2,0.0,0.8,1.0
1863,0,0.0,0.5,0.0,1.0,0.0477467811158798,0.0087890625,0.021484375,0.044921875,0.2,0.17294946616652043,0.8,0.3606994709832925
1864,0,0.0,0.5,0.0,1.0,0.0477211796246648,0.0078125,0.01953125,0.044921875,0.2,0.0,0.8,1.0
1865,0,0.0,0.5,0.0,1.0,0.047695605573419,0.0068359375,0.0185546875,0.044921875,0.2,0.0,0.8,1.0
1866,0,0.0,0.5,0.0,1.0,0.0476700589180503,0.005859375,0.017578125,0.044921875,0.2,0.015117207200647576,0.8,1.0
1867,0,0.0,0.5,0.0,1.0,0.047644539614561,0.0048828125,0.0166015625,0.044921875,0.2,0.0,0.8,0.4396412647489817
1868,0,0.0,0.5,0.0,1.0,0.0476190476190476,0.00390625,0.015625,0.044921875,0.2,0.4242174339661943,0.8,0.7471620973450247
1869,0,0.0,0.5,0.0,1.0,0.0475935828877005,0.0029296875,0.0146484375,0.044921875,0.2,0.0,0.8,0.645234494575829
1870,0,0.0,0.5,0.0,1.0,0.0475681453768038,0.0029296875,0.013671875,0.044921875,0.2,0.0,0.8,0.0
1871,0,0.0,0.5,0.0,1.0,0.047542735042735,0.001953125,0.0126953125,0.044921875,0.2,0.0,0.8,1.0
1872,0,0.0,0.5,0.0,1.0,0.0475173518419647,0.001953125,0.01171875,0.044921875,0.2,0.0,0.8,1.0
1873,0,0.0,0.5,0.0,1.0,0.0474919957310565,0.001953125,0.0107421875,0.044921875,0.2,1.0,0.8,1.0
1874,0,0.0,0.5,0.0,1.0,0.0474666666666666,0.001953125,0.009765625,0.044921875,0.2,1.0,0.8,0.0
1875,0,0.0,0.5,0.0,1.0,0.0474413646055437,0.0009765625,0.009765625,0.044921875,0.2,0.30304716675042626,0.8,1.0
1876,0,0.0,0.5,0.0,1.0,0.0474160895045285,0.0009765625,0.0087890625,0.044921875,0.2,0.19361200309673576,0.8,0.1860144180639859
1877,0,0.0,0.5,0.0,1.0,0.0473908413205537,0.0009765625,0.0087890625,0.044921875,0.2,0.5880586110788992,0.8,0.8151135589689139
1878,0,0.0,0.5,0.0,1.0,0.0473656200106439,0.0009765625,0.0078125,0.044921875,0.2,0.31755230244309496,0.8,1.0
1879,0,0.0313505637283116,0.5,0.0,1.0,0.0473404255319148,0.0009765625,0.0078125,0.044921875,0.2,1.0,0.8,0.0
1880,0,0.0,0.5,0.0,1.0,0.0473152578415736,0.0009765625,0.0068359375,0.0439453125,0.2,0.0,0.8,0.0
1881,0,0.0,0.5,0.0,1.0,0.0472901168969181,0.0,0.0068359375,0.0439453125,0.2,0.8672394264553533,0.8,0.0
1882,0,0.0,0.5,0.0,1.0,0.0472650026553372,0.0,0.005859375,0.0439453125,0.2,0.7907712802767755,0.8,0.6903149425392221
1883,0,0.0175147135161797,0.5,0.0,1.0,0.0472399150743099,0.0,0.005859375,0.0439453125,0.2,0.0,0.8,0.3009851477556171
1884,0,0.1520648706011324,0.5,0.0,1.0,0.0472148541114058,0.0,0.0048828125,0.0439453125,0.2,0.8668729439594225,0.8,0.7833328902851584
1885,0,0.0,0.5,0.0,1.0,0.0471898197242841,0.0,0.0048828125,0.0439453125,0.2,0.5893580361394699,0.8,1.0
1886,0,0.0176912658151099,0.5,0.0,1.0,0.0471648118706942,0.0,0.0048828125,0.0439453125,0.2,0.07713170408856576,0.8,1.0
1887,0,0.0,0.5,0.0,1.0,0.0471398305084745,0.0,0.00390625,0.0439453125,0.2,0.0,0.8,0.9351403632831367
1888,0,0.1601714995271526,0.5,0.0,1.0,0.0471148755955532,0.0,0.00390625,0.0439453125,0.2,0.0,0.8,1.0
1889,0,0.0,0.5,0.0,1.0,0.047089947089947,0.0,0.00390625,0.0439453125,0.2,1.0,0.8,1.0
1890,0,0.1176217418675786,0.5,0.0,1.0,0.047065044949762,0.0,0.00390625,0.0439453125,0.2,0.6114719967555324,0.8,0.7409656450423321
1891,0,0.0,0.5,0.0,1.0,0.0470401691331923,0.0,0.0029296875,0.0439453125,0.2,0.6689329229685987,0.8,0.19674452241724338
1892,1,0.2365975770275435,0.5,0.0,1.0,0.0475435816164817,0.0,0.0029296875,0.0439453125,0.2,0.375717523529154,0.8,0.0
1893,0,0.0290870915929509,0.5,0.0,1.0,0.0475184794086589,0.1455078125,0.064453125,0.044921875,0.2,1.0,0.8,0.0
1894,0,0.1266235145469237,0.5,0.0,1.0,0.0474934036939313,0.1240234375,0.060546875,0.044921875,0.2,0.012644012950959488,0.8,0.7749178177205024
1895,0,0.0937032979287362,0.5,0.0,1.0,0.0474683544303797,0.1064453125,0.0576171875,0.044921875,0.2,0.09574790473649686,0.8,0.7665184071927034
1896,1,0.0588526690616326,0.5,0.0,1.0,0.047970479704797,0.0908203125,0.0537109375,0.044921875,0.2,0.486236790247839,0.8,0.560999510633176
1897,0,0.2579140893235038,0.5,0.0,1.0,0.047945205479452,0.22265625,0.111328125,0.0458984375,0.2,0.06398237339324617,0.8,1.0
1898,0,0.0,0.5,0.0,1.0,0.0479199578725645,0.1904296875,0.1044921875,0.0458984375,0.2,1.0,0.8,0.0
1899,0,0.1263586491189102,0.5,0.0,1.0,0.0478947368421052,0.162109375,0.09765625,0.0458984375,0.2,1.0,0.8,1.0
1900,0,0.1896976989144345,0.5,0.0,1.0,0.0478695423461336,0.138671875,0.091796875,0.0458984375,0.2,0.17461273440359837,0.8,1.0
1901,0,0.0968079949110676,0.5,0.0,1.0,0.047844374342797,0.119140625,0.0859375,0.0458984375,0.2,0.7197443190782016,0.8,0.0
1902,0,0.0881400360196386,0.5,0.0,1.0,0.047819232790331,0.1015625,0.0810546875,0.0458984375,0.2,0.0,0.8,1.0
1903,0,0.0848532491909261,0.5,0.0,1.0,0.0477941176470588,0.0869140625,0.076171875,0.0458984375,0.2,0.0,0.8,1.0
1904,0,0.0,0.5,0.0,1.0,0.047769028871391,0.0751953125,0.0712890625,0.0458984375,0.2,0.0,0.8,1.0
1905,0,0.0983120377282053,0.5,0.0,1.0,0.0477439664218258,0.064453125,0.0673828125,0.0458984375,0.2,0.3275896968074379,0.8,0.4442264941114362
1906,0,0.1420296138956457,0.5,0.0,1.0,0.047718930256948,0.0546875,0.0634765625,0.0458984375,0.2,0.952645646148647,0.8,1.0
1907,0,0.0929696620812766,0.5,0.0,1.0,0.0476939203354297,0.046875,0.0595703125,0.044921875,0.2,0.39031291527324247,0.8,0.0
1908,0,0.0533737653358447,0.5,0.0,1.0,0.0476689366160293,0.0400390625,0.0556640625,0.044921875,0.2,0.03338398492418129,0.8,1.0
1909,0,0.0253153056906911,0.5,0.0,1.0,0.0476439790575916,0.0341796875,0.0517578125,0.044921875,0.2,0.4206566388757992,0.8,0.820475769689754
1910,0,0.0393024531956147,0.5,0.0,1.0,0.0476190476190476,0.029296875,0.048828125,0.044921875,0.2,0.0,0.8,1.0
1911,0,0.1852792321647525,0.5,0.0,1.0,0.0475941422594142,0.025390625,0.0458984375,0.044921875,0.2,0.6663722084782108,0.8,0.8461465840725314
1912,0,0.0,0.5,0.0,1.0,0.047569262937794,0.021484375,0.04296875,0.044921875,0.2,0.0,0.8,0.5841637278469871
1913,0,0.0463572461319363,0.5,0.0,1.0,0.0475444096133751,0.0185546875,0.041015625,0.044921875,0.2,0.25673861445073803,0.8,0.5631364547266812
1914,0,0.0003186132680868,0.5,0.0,1.0,0.0475195822454308,0.015625,0.0380859375,0.044921875,0.2,0.06791944934291935,0.8,1.0
1915,0,0.1690883796791255,0.5,0.0,1.0,0.0474947807933194,0.013671875,0.0361328125,0.044921875,0.2,0.939999294630055,0.8,1.0
1916,0,0.019235547139628,0.5,0.0,1.0,0.047470005216484,0.01171875,0.033203125,0.044921875,0.2,0.5956830466232497,0.8,1.0
1917,0,0.152221016231124,0.5,0.0,1.0,0.0474452554744525,0.009765625,0.03125,0.044921875,0.2,0.0,0.8,1.0
1918,0,0.0,0.5,0.0,1.0,0.0474205315268368,0.0087890625,0.029296875,0.044921875,0.2,0.0,0.8,1.0
1919,0,0.0297597402286224,0.5,0.0,1.0,0.0473958333333333,0.0078125,0.02734375,0.044921875,0.2,0.05527021632624432,0.8,1.0
1920,0,0.002036803994534,0.5,0.0,1.0,0.047371160853722,0.005859375,0.0263671875,0.044921875,0.2,0.0,0.8,0.0
1921,0,0.1035737984568735,0.5,0.0,1.0,0.0473465140478668,0.005859375,0.0244140625,0.044921875,0.2,0.16797196892185884,0.8,1.0
1922,0,0.0,0.5,0.0,1.0,0.047321892875715,0.0048828125,0.0224609375,0.044921875,0.2,1.0,0.8,1.0
1923,0,0.0,0.5,0.0,1.0,0.0472972972972973,0.00390625,0.021484375,0.044921875,0.2,0.27231715285970726,0.8,1.0
1924,0,0.0,0.5,0.0,1.0,0.0472727272727272,0.0029296875,0.0205078125,0.0439453125,0.2,0.9775976022673165,0.8,0.5218366861289983
1925,0,0.0,0.5,0.0,1.0,0.0472481827622014,0.0029296875,0.0185546875,0.0439453125,0.2,0.1401474459909988,0.8,0.9963120648622394
1926,0,0.0457023805881084,0.5,0.0,1.0,0.0472236637259989,0.0029296875,0.017578125,0.0439453125,0.2,1.0,0.8,1.0
1927,0,0.0,0.5,0.0,1.0,0.0471991701244813,0.001953125,0.0166015625,0.0439453125,0.2,0.6853874964783707,0.8,0.0
1928,0,0.1161162612612305,0.5,0.0,1.0,0.0471747019180922,0.001953125,0.015625,0.0439453125,0.2,0.48895483914244986,0.8,1.0
1929,0,0.0136385820553739,0.5,0.0,1.0,0.0471502590673575,0.001953125,0.0146484375,0.0439453125,0.2,0.5263019528727999,0.8,0.9381340997041855
1930,0,0.0,0.5,0.0,1.0,0.0471258415328845,0.0009765625,0.013671875,0.0439453125,0.2,0.31277511259595486,0.8,0.0
1931,0,0.0,0.5,0.0,1.0,0.0471014492753623,0.0009765625,0.0126953125,0.0439453125,0.2,0.9128147571352287,0.8,0.6072780413055454
1932,0,0.0,0.5,0.0,1.0,0.0470770822555613,0.0009765625,0.01171875,0.0439453125,0.2,0.373919501696683,0.8,1.0
1933,0,0.0,0.5,0.0,1.0,0.0470527404343329,0.0009765625,0.01171875,0.0439453125,0.2,0.24686697398739155,0.8,0.7996794997257671
1934,0,0.0,0.5,0.0,1.0,0.0470284237726098,0.0009765625,0.0107421875,0.0439453125,0.2,0.0,0.8,1.0
1935,0,0.0,0.5,0.0,1.0,0.0470041322314049,0.0009765625,0.009765625,0.0439453125,0.2,0.646673931272907,0.8,1.0
1936,0,0.0349675415688243,0.5,0.0,1.0,0.046979865771812,0.0,0.009765625,0.0439453125,0.2,1.0,0.8,0.0
1937,0,0.0,0.5,0.0,1.0,0.0469556243550051,0.0,0.0087890625,0.0439453125,0.2,1.0,0.8,0.5314491624426021
1938,0,0.0,0.5,0.0,1.0,0.0469314079422382,0.0,0.0078125,0.0439453125,0.2,1.0,0.8,0.0
1939,0,0.0029454400354091,0.5,0.0,1.0,0.0469072164948453,0.0,0.0078125,0.0439453125,0.2,0.966095833119883,0.8,0.6366745101522558
1940,0,0.0,0.5,0.0,1.0,0.04688304997424,0.0,0.0068359375,0.0439453125,0.2,0.8204575928820796,0.8,0.5577053943900203
1941,0,0.0171073692895215,0.5,0.0,1.0,0.0468589083419155,0.0,0.0068359375,0.04296875,0.2,1.0,0.8,0.725793410029744
1942,0,0.0572068355487374,0.5,0.0,1.0,0.0468347915594441,0.0,0.0068359375,0.04296875,0.2,0.0,0.8,0.0
1943,0,0.0,0.5,0.0,1.0,0.0468106995884773,0.0,0.005859375,0.04296875,0.2,1.0,0.8,0.9582280159768689
1944,0,0.0,0.5,0.0,1.0,0.0467866323907455,0.0,0.005859375,0.04296875,0.2,0.2468550209013361,0.8,0.5422816173621923
1945,0,0.0,0.5,0.0,1.0,0.0467625899280575,0.0,0.0048828125,0.04296875,0.2,0.7008709552235468,0.8,1.0
1946,1,0.0318466747451444,0.5,0.0,1.0,0.0472521828454031,0.0,0.0048828125,0.04296875,0.2,0.3567132909561409,0.8,0.9175736610906176
1947,0,0.0,0.5,0.0,1.0,0.0472279260780287,0.1435546875,0.0654296875,0.0439453125,0.2,0.13151105327044316,0.8,0.15628126123519415
1948,0,0.211978344486939,0.5,0.0,1.0,0.0472036942021549,0.123046875,0.0615234375,0.0439453125,0.2,1.0,0.8,0.0
1949,0,0.0,0.5,0.0,1.0,0.0471794871794871,0.10546875,0.0576171875,0.0439453125,0.2,0.5680306078114403,0.8,0.0
1950,0,0.0,0.5,0.0,1.0,0.0471553049718093,0.08984375,0.0546875,0.0439453125,0.2,0.0,0.8,1.0
1951,0,0.0,0.5,0.0,1.0,0.0471311475409836,0.0771484375,0.05078125,0.0439453125,0.2,0.20414055644374032,0.8,1.0
1952,0,0.0,0.5,0.0,1.0,0.0471070148489503,0.06640625,0.0478515625,0.0439453125,0.2,1.0,0.8,0.4703090944973303
1953,0,0.0,0.5,0.0,1.0,0.0470829068577277,0.056640625,0.044921875,0.0439453125,0.2,1.0,0.8,1.0
1954,0,0.0,0.5,0.0,1.0,0.0470588235294117,0.048828125,0.04296875,0.0439453125,0.2,1.0,0.8,0.8726263599488782
1955,0,0.0,0.5,0.0,1.0,0.0470347648261758,0.0419921875,0.0400390625,0.0439453125,0.2,0.0,0.8,0.9569881125862236
1956,0,0.0738994751776652,0.5,0.0,1.0,0.0470107307102708,0.0361328125,0.037109375,0.0439453125,0.2,0.0,0.8,0.0
1957,0,0.1149955354964648,0.5,0.0,1.0,0.0469867211440245,0.0302734375,0.03515625,0.0439453125,0.2,0.4818593906843793,0.8,1.0
1958,0,0.0,0.5,0.0,1.0,0.0469627360898417,0.0263671875,0.033203125,0.0439453125,0.2,1.0,0.8,0.5112346149077238
1959,0,0.1752972285575047,0.5,0.0,1.0,0.046938775510204,0.0224609375,0.03125,0.0439453125,0.2,1.0,0.8,1.0
1960,0,0.2703042877942861,0.5,0.0,1.0,0.0469148393676695,0.01953125,0.029296875,0.0439453125,0.2,0.0,0.8,0.9152312802936005
1961,0,0.0731399186681135,0.5,0.0,1.0,0.0468909276248725,0.0166015625,0.02734375,0.0439453125,0.2,0.187995108192818,0.8,0.0
1962,0,0.2543551695744652,0.5,0.0,1.0,0.0468670402445236,0.0146484375,0.025390625,0.0439453125,0.2,0.06462123303335024,0.8,1.0
1963,0,0.118798393515758,0.5,0.0,1.0,0.0468431771894093,0.0126953125,0.0244140625,0.0439453125,0.2,0.7966043049276086,0.8,0.9669316350818623
1964,1,0.2987660184151005,0.5,0.0,1.0,0.0473282442748091,0.0107421875,0.0224609375,0.04296875,0.2,0.0,0.8,0.8161812713005231
1965,1,0.2116166145972252,0.5,0.0,1.0,0.0478128179043743,0.1513671875,0.0810546875,0.044921875,0.2,0.19106081170182931,0.8,0.004561313513805287
1966,0,0.0,0.5,0.0,1.0,0.0477885104219623,0.2724609375,0.13671875,0.0458984375,0.2,0.5643533486603802,0.8,0.8893027069669561
1967,0,0.0987582190881905,0.5,0.0,1.0,0.0477642276422764,0.2333984375,0.1279296875,0.0458984375,0.2,0.0,0.8,0.5319799308116433
1968,0,0.19936965558468,0.5,0.0,1.0,0.047739969527679,0.2001953125,0.1201171875,0.0458984375,0.2,0.0,0.8,1.0
1969,0,0.093095059579501,0.5,0.0,1.0,0.0477157360406091,0.171875,0.11328125,0.0458984375,0.2,0.0,0.8,1.0
1970,0,0.08155579449811,0.5,0.0,1.0,0.0476915271435819,0.1474609375,0.1064453125,0.0458984375,0.2,0.0,0.8,1.0
1971,0,0.2065727943443495,0.5,0.0,1.0,0.0476673427991886,0.126953125,0.099609375,0.0458984375,0.2,0.16763984774107138,0.8,0.30439778876373735
1972,0,0.0021679299991574,0.5,0.0,1.0,0.0476431829700963,0.1083984375,0.09375,0.0458984375,0.2,0.0,0.8,0.424480702099078
1973,0,0.0677311719653534,0.5,0.0,1.0,0.0476190476190476,0.0927734375,0.087890625,0.0458984375,0.2,0.19873778081113785,0.8,1.0
1974,0,0.0905093609751958,0.5,0.0,1.0,0.0475949367088607,0.080078125,0.0830078125,0.044921875,0.2,0.0,0.8,0.9885484158373155
1975,0,0.0163540371342717,0.5,0.0,1.0,0.0475708502024291,0.068359375,0.078125,0.044921875,0.2,0.0,0.8,1.0
1976,0,0.0388098129556635,0.5,0.0,1.0,0.0475467880627212,0.05859375,0.0732421875,0.044921875,0.2,0.070323067444902,0.8,1.0
1977,0,0.1090069115450943,0.5,0.0,1.0,0.0475227502527805,0.05078125,0.0693359375,0.044921875,0.2,0.26327213407625016,0.8,1.0
1978,0,0.0651555850314188,0.5,0.0,1.0,0.0474987367357251,0.0439453125,0.064453125,0.044921875,0.2,0.2006514730458349,0.8,1.0
1979,0,0.0,0.5,0.0,1.0,0.0474747474747474,0.037109375,0.0615234375,0.044921875,0.2,0.0,0.8,1.0
1980,0,0.0,0.5,0.0,1.0,0.0474507824331145,0.0322265625,0.0576171875,0.044921875,0.2,0.2246614334236715,0.8,0.9640145915964706
1981,0,0.0,0.5,0.0,1.0,0.0474268415741675,0.02734375,0.0537109375,0.044921875,0.2,0.038404017840203336,0.8,0.06684864514067501
1982,0,0.0,0.5,0.0,1.0,0.0474029248613212,0.0234375,0.05078125,0.044921875,0.2,0.0,0.8,1.0
1983,0,0.0,0.5,0.0,1.0,0.0473790322580645,0.0205078125,0.0478515625,0.044921875,0.2,0.13376466625030253,0.8,0.6822151567395214
1984,0,0.0,0.5,0.0,1.0,0.0473551637279597,0.017578125,0.044921875,0.044921875,0.2,0.12003788560968046,0.8,0.5596886614278951
1985,0,0.0,0.5,0.0,1.0,0.0473313192346425,0.0146484375,0.0419921875,0.044921875,0.2,0.0,0.8,0.49930206798771576
1986,0,0.0,0.5,0.0,1.0,0.0473074987418218,0.0126953125,0.0390625,0.044921875,0.2,1.0,0.8,1.0
1987,0,0.0,0.5,0.0,1.0,0.0472837022132796,0.0107421875,0.037109375,0.044921875,0.2,0.0,0.8,0.4265511643046055
1988,0,0.0,0.5,0.0,1.0,0.0472599296128707,0.009765625,0.03515625,0.044921875,0.2,0.6888984184255649,0.8,0.5876992681149356
1989,0,0.0,0.5,0.0,1.0,0.0472361809045226,0.0087890625,0.033203125,0.044921875,0.2,1.0,0.8,1.0
1990,0,0.0,0.5,0.0,1.0,0.047212456052235,0.0068359375,0.03125,0.044921875,0.2,0.07216047841594389,0.8,1.0
1991,0,0.0460986946786193,0.5,0.0,1.0,0.0471887550200803,0.005859375,0.029296875,0.0439453125,0.2,0.6409960469568378,0.8,0.5718320248569478
1992,0,0.0,0.5,0.0,1.0,0.0471650777722027,0.0048828125,0.02734375,0.0439453125,0.2,0.0,0.8,0.5312065665969328
1993,0,0.0357382962219454,0.5,0.0,1.0,0.0471414242728184,0.0048828125,0.025390625,0.0439453125,0.2,0.0,0.8,0.9821534655344768
1994,0,0.0,0.5,0.0,1.0,0.0471177944862155,0.00390625,0.0244140625,0.0439453125,0.2,0.0,0.8,0.0
1995,0,0.0,0.5,0.0,1.0,0.0470941883767535,0.0029296875,0.0224609375,0.0439453125,0.2,0.5836482035961825,0.8,1.0
1996,0,0.0,0.5,0.0,1.0,0.0470706059088632,0.0029296875,0.021484375,0.0439453125,0.2,0.458581572828575,0.8,0.0
1997,0,0.0407609272195433,0.5,0.0,1.0,0.047047047047047,0.0029296875,0.01953125,0.0439453125,0.2,0.187651898686795,0.8,1.0
1998,0,0.0,0.5,0.0,1.0,0.0470235117558779,0.001953125,0.0185546875,0.0439453125,0.2,0.7553151327697394,0.8,0.12775584077477764
1999,0,0.0,0.5,0.0,1.0,0.047,0.001953125,0.017578125,0.0439453125,0.2,0.0,0.8,0.0
2000,0,0.0,0.5,0.0,1.0,0.0469765117441279,0.001953125,0.0166015625,0.0439453125,0.2,0.0953768491839714,0.8,1.0
2001,0,0.0,0.5,0.0,1.0,0.0469530469530469,0.0009765625,0.015625,0.0439453125,0.2,0.0,0.8,0.9090901228202538
2002,0,0.0,0.5,0.0,1.0,0.0469296055916125,0.0009765625,0.0146484375,0.0439453125,0.2,0.48871614091938465,0.8,0.8201779413321788
2003,0,0.0,0.5,0.0,1.0,0.0469061876247504,0.0009765625,0.013671875,0.0439453125,0.2,1.0,0.8,1.0
2004,0,0.0,0.5,0.0,1.0,0.0468827930174563,0.0009765625,0.0126953125,0.0439453125,0.2,1.0,0.8,1.0
2005,0,0.0,0.5,0.0,1.0,0.0468594217347956,0.0009765625,0.01171875,0.0439453125,0.2,1.0,0.8,0.6688929434993557
2006,0,0.0,0.5,0.0,1.0,0.0468360737419033,0.0009765625,0.01171875,0.0439453125,0.2,0.0,0.8,0.767610203949813
2007,0,0.0,0.5,0.0,1.0,0.046812749003984,0.0,0.0107421875,0.0439453125,0.2,0.44178843501346843,0.8,0.9007580614433748
2008,0,0.0,0.5,0.0,1.0,0.0467894474863116,0.0,0.009765625,0.0439453125,0.2,0.0,0.8,1.0
2009,0,0.0444810290563709,0.5,0.0,1.0,0.0467661691542288,0.0,0.0087890625,0.04296875,0.2,0.0,0.8,0.8888621160066408
2010,0,0.0768092174415233,0.5,0.0,1.0,0.0467429139731476,0.0,0.0087890625,0.04296875,0.2,0.0,0.8,1.0
